ID,T(K),Z*10^-4 reported,Resist(Ohm.cm),Seebeck(uV/K),kappaZT,,Resist(400K),Seebeck(400K),Pf(W/K^2/m),ZT,kappa(W/mK),x,Formula,series,T_Max,family,,,Conduct(S/cm),Power_Factor*T_(W/mK),preparative_route,final_form,cell_volume(A^3),formula_units_per_cell,atoms_per_formula_unit,total_atoms_per_unit_cell,average_atomic_volume,ICSD_of_structure,temp of ICSD (K),S^2,ke/ktotal,space_group,number_symmetry_elements,,
853,400,NA,0.000541,-101,0.754232902,11,NA,NA,0.001885582,0.15845229,4.76,0.003,Mg2Si0.997Bi0.003,Mg2SiBi,NA,Mg2Si,NA,NA,1848.428835,0.754232902,mechanochemical_inAr,polycrystalline,258.55,4,3,12,21.54583333,163708,300,10201,0.379005576,225,192,,
854,700,NA,0.000929,-153,1.76386437,11,NA,NA,0.002519806,0.499678292,3.53,0.003,Mg2Si0.997Bi0.003,Mg2SiBi,NA,Mg2Si,NA,NA,1076.426265,1.76386437,mechanochemical_inAr,polycrystalline,258.55,4,3,12,21.54583333,163708,300,23409,0.520831745,225,192,,
855,300,NA,0.000369,-67.7,0.372625203,11,NA,NA,0.001242084,0.056889344,6.55,0.005,Mg2Si0.995Bi0.005,Mg2SiBi,NA,Mg2Si,NA,NA,2710.0271,0.372625203,mechanochemical_inAr,polycrystalline,258.55,4,3,12,21.54583333,163708,300,4583.29,0.302861044,225,192,,
856,400,NA,0.000396,-83.5,0.704267677,11,NA,NA,0.001760669,0.130178868,5.41,0.005,Mg2Si0.995Bi0.005,Mg2SiBi,NA,Mg2Si,NA,NA,2525.252525,0.704267677,mechanochemical_inAr,polycrystalline,258.55,4,3,12,21.54583333,163708,300,6972.25,0.455572359,225,192,,
857,700,NA,0.000621,-121.2,1.655814493,11,NA,NA,0.002365449,0.385970744,4.29,0.005,Mg2Si0.995Bi0.005,Mg2SiBi,NA,Mg2Si,NA,NA,1610.305958,1.655814493,mechanochemical_inAr,polycrystalline,258.55,4,3,12,21.54583333,163708,300,14689.44,0.641119482,225,192,,
858,300,NA,0.00033,-61,0.338272727,11,NA,NA,0.001127576,0.051644691,6.55,0.007,Mg2Si0.994Bi0.006,Mg2SiBi,NA,Mg2Si,NA,NA,3030.30303,0.338272727,mechanochemical_inAr,polycrystalline,258.55,4,3,12,21.54583333,163708,300,3721,0.338653713,225,192,,
859,400,NA,0.000348,-78.6,0.710110345,11,NA,NA,0.001775276,0.125019427,5.68,0.007,Mg2Si0.993Bi0.007,Mg2SiBi,NA,Mg2Si,NA,NA,2873.563218,0.710110345,mechanochemical_inAr,polycrystalline,258.55,4,3,12,21.54583333,163708,300,6177.96,0.493767201,225,192,,
860,700,NA,0.000569,-125,1.922231986,11,NA,NA,0.002746046,0.436870906,4.4,0.007,Mg2Si0.993Bi0.007,Mg2SiBi,NA,Mg2Si,NA,NA,1757.469244,1.922231986,mechanochemical_inAr,polycrystalline,258.55,4,3,12,21.54583333,163708,300,15625,0.682217607,225,192,,
861,300,NA,0.00152,-82.9,0.135639671,11,NA,NA,0.000452132,0.019023797,7.13,NA,Mg2Si0.98Bi0.02,Mg2SiBiGeAg,NA,Mg2Si,NA,NA,657.8947368,0.135639671,mechanochemical_inAr,polycrystalline,258.55,4,3,12,21.54583333,163708,300,6872.41,0.067542629,225,192,,
862,400,NA,0.00121,-110.3,0.402184793,11,NA,NA,0.001005462,0.07143602,5.63,NA,Mg2Si0.98Bi0.02,Mg2SiBiGeAg,NA,Mg2Si,NA,NA,826.446281,0.402184793,"solid_state_reaction, He/H2",polycrystalline,258.55,4,3,12,21.54583333,163708,300,12166.09,0.143270261,225,192,,
863,700,NA,0.001247,-174.9,1.717161748,11,NA,NA,0.002453088,0.476989374,3.6,NA,Mg2Si0.98Bi0.02,Mg2SiBiGeAg,NA,Mg2Si,NA,NA,801.9246191,1.717161748,"solid_state_reaction, He/H2",polycrystalline,258.55,4,3,12,21.54583333,163708,300,30590.01,0.38046868,225,192,,
864,1000,NA,0.001857,-212.3,2.427102316,11,NA,NA,0.002427102,0.88258266,2.75,NA,Mg2Si0.98Bi0.02,Mg2SiBiGeAg,NA,Mg2Si,NA,NA,538.5029618,2.427102316,"solid_state_reaction, He/H2",polycrystalline,258.55,4,3,12,21.54583333,163708,300,45071.29,0.477798992,225,192,,
865,300,NA,0.0015,-83,0.13778,11,NA,NA,0.000459267,0.046234899,2.98,NA,Mg2Si0.6Ge0.4Bi0.02,Mg2SiBiGeAg,NA,Mg2Si,NA,NA,666.6666667,0.13778,"solid_state_reaction, He/H2",polycrystalline,258.35,4,3,12,21.52916667,180947,300,6889,0.163758389,225,192,,
866,400,NA,0.00127,-117.5,0.43484252,11,NA,NA,0.001087106,0.165970427,2.62,NA,Mg2Si0.6Ge0.4Bi0.02,Mg2SiBiGeAg,NA,Mg2Si,NA,NA,787.4015748,0.43484252,"solid_state_reaction, He/H2",polycrystalline,258.35,4,3,12,21.52916667,180947,300,13806.25,0.293322113,225,192,,
867,700,NA,0.00137,-176.2,1.586314453,11,NA,NA,0.002266164,0.817687862,1.94,NA,Mg2Si0.6Ge0.4Bi0.02,Mg2SiBiGeAg,NA,Mg2Si,NA,NA,729.9270073,1.586314453,"solid_state_reaction, He/H2",polycrystalline,258.35,4,3,12,21.52916667,180947,300,31046.44,0.642636767,225,192,,
868,1000,NA,0.0022,-187.7,1.601422273,11,NA,NA,0.001601422,0.925677614,1.73,NA,Mg2Si0.6Ge0.4Bi0.02,Mg2SiBiGeAg,NA,Mg2Si,NA,NA,454.5454545,1.601422273,"solid_state_reaction, He/H2",polycrystalline,258.35,4,3,12,21.52916667,180947,300,35231.29,0.641093011,225,192,,
869,300,NA,1.24,26,1.63548E-05,11,NA,NA,5.45161E-08,2.08874E-06,7.83,NA,Mg2Si0.98Ag0.02,Mg2SiBiGeAg,NA,Mg2Si,NA,NA,0.806451613,1.63548E-05,"solid_state_reaction, He/H2",polycrystalline,258.55,4,3,12,21.54583333,163708,300,676,7.53924E-05,225,192,,
870,400,NA,0.413,178,0.003068668,11,NA,NA,7.67167E-06,0.000506381,6.06,NA,Mg2Si0.98Ag0.02,Mg2SiBiGeAg,NA,Mg2Si,NA,NA,2.421307506,0.003068668,"solid_state_reaction, He/H2",polycrystalline,258.55,4,3,12,21.54583333,163708,300,31684,0.000389966,225,192,,
871,700,NA,0.0397,149,0.03914534,11,NA,NA,5.59219E-05,0.010666305,3.67,NA,Mg2Si0.98Ag0.02,Mg2SiBiGeAg,NA,Mg2Si,NA,NA,25.18891688,0.03914534,"solid_state_reaction, He/H2",polycrystalline,258.55,4,3,12,21.54583333,163708,300,22201,0.011722798,225,192,,
872,1000,NA,0.0066,192,0.558545455,11,NA,NA,0.000558545,0.176754891,3.16,NA,Mg2Si0.98Ag0.02,Mg2SiBiGeAg,NA,Mg2Si,NA,NA,151.5151515,0.558545455,"solid_state_reaction, He/H2",polycrystalline,258.55,4,3,12,21.54583333,163708,300,36864,0.116992712,225,192,,
873,300,NA,0.0513,30.42,0.000541156,11,NA,NA,1.80385E-06,0.000131668,4.11,NA,Mg2Si0.6Ge0.4Ag0.02,Mg2SiBiGeAg,NA,Mg2Si,NA,NA,19.49317739,0.000541156,"solid_state_reaction, He/H2",polycrystalline,258.35,4,3,12,21.52916667,180947,300,925.3764,0.003471778,225,192,,
874,400,NA,0.0284,157.9,0.03511607,11,NA,NA,8.77902E-05,0.011364424,3.09,NA,Mg2Si0.6Ge0.4Ag0.02,Mg2SiBiGeAg,NA,Mg2Si,NA,NA,35.21126761,0.03511607,"solid_state_reaction, He/H2",polycrystalline,258.35,4,3,12,21.52916667,180947,300,24932.41,0.011121747,225,192,,
875,700,NA,0.0149,318.8,0.477472537,11,NA,NA,0.000682104,0.185786979,2.57,NA,Mg2Si0.6Ge0.4Ag0.02,Mg2SiBiGeAg,NA,Mg2Si,NA,NA,67.11409396,0.477472537,"solid_state_reaction, He/H2",polycrystalline,258.35,4,3,12,21.52916667,180947,300,101633.44,0.044603452,225,192,,
876,1000,NA,0.00544,224,0.922352941,11,NA,NA,0.000922353,0.265043949,3.48,NA,Mg2Si0.6Ge0.4Ag0.02,Mg2SiBiGeAg,NA,Mg2Si,NA,NA,183.8235294,0.922352941,"solid_state_reaction, He/H2",polycrystalline,258.35,4,3,12,21.52916667,180947,300,50176,0.128887762,225,192,,
877,300,NA,0.2544,388,0.01775283,9,NA,NA,5.91761E-05,0.088764151,0.2,NA,Ag9TlTe5,Ag9TlTe5,NA,Ag9TlTe5,NA,NA,3.93081761,0.01775283,"solid_state_reaction, He/H2",polycrystalline,4758.66,6,29,174,27.34862069,71689,300,150544,0.014386792,167,12,,
878,400,NA,0.0832,327,0.051408173,9,NA,NA,0.00012852,0.244800824,0.21,NA,Ag9TlTe5,Ag9TlTe5,NA,Ag9TlTe5,NA,NA,12.01923077,0.051408173,melted,polycrystalline,4758.66,6,29,174,27.34862069,71689,300,106929,0.055860806,167,12,,
879,700,NA,0.0264,311,0.256457197,9,NA,NA,0.000366367,1.282285985,0.2,NA,Ag9TlTe5,Ag9TlTe5,NA,Ag9TlTe5,NA,NA,37.87878788,0.256457197,melted,polycrystalline,4758.66,6,29,174,27.34862069,71689,300,96721,0.323484848,167,12,,
880,300,NA,0.0042,219,0.342578571,9,NA,NA,0.001141929,0.067304238,5.09,NA,Tl2SnTe5,TST,NA,Tl2SnTe5,NA,NA,238.0952381,0.342578571,melted,polycrystalline,1045.95,4,8,32,32.6859375,73666,294,47961,0.034240808,140,32,,
881,300,NA,0.02314,285,0.105304667,9,NA,NA,0.000351016,0.011610217,9.07,NA,Tl2GeTe5,TGT,NA,Tl2GeTe5,NA,NA,43.21521175,0.105304667,melted,polycrystalline,2027.01,8,8,64,31.67203125,68855,300,81225,0.003487711,65,16,,
882,300,NA,0.00433,163,0.184080831,9,NA,NA,0.000613603,0.027271234,6.75,NA,Tl2SnTe5,hotpressed_TST,NA,Tl2SnTe5,NA,NA,230.9468822,0.184080831,melted,polycrystalline,1045.95,4,8,32,32.6859375,73666,294,26569,0.025044906,140,32,,
883,300,NA,0.00321,145,0.196495327,9,NA,NA,0.000654984,NA,NA,NA,Tl2SnTe5,single_Xtal_TST,NA,Tl2SnTe5,NA,NA,311.5264798,0.196495327,melted_hotpressed,single_crystal,1045.95,4,8,32,32.6859375,73666,294,21025,NA,140,32,,
884,300,NA,0.0129,-320,0.238139535,5,NA,NA,0.000793798,0.293999426,0.81,NA,Sr0.145Ga0.302Ge0.553,Sr8Ga16Ge30,NA,Sr8Ga16Ge30,NA,NA,77.51937984,0.238139535,flux_TlTe2,polycrystalline,1233.18,1,48,48,25.69125,90177,295,102400,0.070054551,223,48,,
885,300,NA,0.00262,-154,0.271557252,5,NA,NA,0.000905191,0.223320108,1.216,NA,Sr0.147Ga0.298Ge0.555,Sr8Ga16Ge30,NA,Sr8Ga16Ge30,NA,NA,381.6793893,0.271557252,solid_state_reaction,polycrystalline,1233.18,1,48,48,25.69125,90177,295,23716,0.229760948,223,48,,
886,300,NA,0.00194,-128,0.253360825,5,NA,NA,0.000844536,0.239019646,1.06,NA,Sr0.146Ga0.285Ge0.569,Sr8Ga16Ge30,NA,Sr8Ga16Ge30,NA,NA,515.4639175,0.253360825,solid_state_reaction,polycrystalline,1233.18,1,48,48,25.69125,90177,295,16384,0.355961875,223,48,,
887,300,NA,0.002817,149,0.236432375,5,NA,NA,0.000788108,0.118216187,2,NA,Ba8Ga16Ge30,Ba8GaGe46,NA,Ba8GaGe46,NA,NA,354.9875754,0.236432375,solid_state_reaction,polycrystalline,1254.12,1,54,54,23.22444444,94298,300,22201,0.129925453,223,48,,
888,400,NA,0.003049,185,0.448999672,5,NA,NA,0.001122499,0.224499836,2,NA,Ba8Ga16Ge30,Ba8GaGe46,NA,Ba8GaGe46,NA,NA,327.9763857,0.448999672,arc_melting,polycrystalline,1254.12,1,54,54,23.22444444,94298,300,34225,0.160052476,223,48,,
889,700,NA,0.00463,288,1.254012959,5,NA,NA,0.001791447,0.627006479,2,NA,Ba8Ga16Ge30,Ba8GaGe46,NA,Ba8GaGe46,NA,NA,215.9827214,1.254012959,arc_melting,polycrystalline,1254.12,1,54,54,23.22444444,94298,300,82944,0.184449244,223,48,,
890,1000,NA,0.00625,289,1.336336,5,NA,NA,0.001336336,0.668168,2,NA,Ba8Ga16Ge30,Ba8GaGe46,NA,Ba8GaGe46,NA,NA,160,1.336336,arc_melting,polycrystalline,1254.12,1,54,54,23.22444444,94298,300,83521,0.1952,223,48,,
891,300,NA,0.007764,-78.9,0.024054134,5,NA,NA,8.01804E-05,0.01603609,1.5,NA,Ba8Ga18Ge28,Ba8GaGe46,NA,Ba8GaGe46,NA,NA,128.7995878,0.024054134,arc_melting,polycrystalline,1254.12,1,54,54,23.22444444,94298,300,6225.21,0.062854199,223,48,,
892,400,NA,0.007143,-112.9,0.071378468,5,NA,NA,0.000178446,0.05098462,1.4,NA,Ba8Ga18Ge28,Ba8GaGe46,NA,Ba8GaGe46,NA,NA,139.9972001,0.071378468,arc_melting,polycrystalline,1254.12,1,54,54,23.22444444,94298,300,12746.41,0.097598048,223,48,,
893,700,NA,0.007418,-219,0.452584255,5,NA,NA,0.000646549,0.411440231,1.1,NA,Ba8Ga18Ge28,Ba8GaGe46,NA,Ba8GaGe46,NA,NA,134.8072257,0.452584255,arc_melting,polycrystalline,1254.12,1,54,54,23.22444444,94298,300,47961,0.209318856,223,48,,
894,1000,NA,0.00735,-266,0.962666667,5,NA,NA,0.000962667,0.962666667,1,NA,Ba8Ga18Ge28,Ba8GaGe46,NA,Ba8GaGe46,NA,NA,136.0544218,0.962666667,arc_melting,polycrystalline,1254.12,1,54,54,23.22444444,94298,300,70756,0.331972789,223,48,,
895,300,NA,0.0111,-188.6,0.096135027,5,NA,NA,0.00032045,,NA,NA,Ba8Ga16Sn30,Ba8Ga16Sn30,NA,Ba8GaxSn46-x,NA,NA,90.09009009,0.096135027,arc_melting,polycrystalline,1595.46,1,54,54,29.54555556,161949,300,35569.96,NA,223,48,,
896,400,NA,0.0115,-233,0.188831304,5,NA,NA,0.000472078,,NA,NA,Ba8Ga16Sn30,Ba8Ga16Sn30,NA,Ba8GaxSn46-x,NA,NA,86.95652174,0.188831304,melted_inAr,polycrystalline,1595.46,1,54,54,29.54555556,161949,300,54289,NA,223,48,,
897,700,NA,0.00694,-138,0.192086455,5,NA,NA,0.000274409,,NA,NA,Ba8Ga16Sn30,Ba8Ga16Sn30,NA,Ba8GaxSn46-x,NA,NA,144.092219,0.192086455,melted_inAr,polycrystalline,1595.46,1,54,54,29.54555556,161949,300,19044,NA,223,48,,
898,300,NA,0.000786,-71.9,0.197313359,5,NA,NA,0.000657711,,NA,NA,Sr8Ga16Ge30,Sr8Ga16Ge30,NA,Sr8GaxGe46-x,NA,NA,1272.264631,0.197313359,melted_inAr,polycrystalline,1233.18,1,54,54,22.83666667,90177,295,5169.61,NA,223,48,,
899,400,NA,0.000914,-94.9,0.394136105,5,NA,NA,0.00098534,,NA,NA,Sr8Ga16Ge30,Sr8Ga16Ge30,NA,Sr8GaxGe46-x,NA,NA,1094.091904,0.394136105,melted_inAr,polycrystalline,1233.18,1,54,54,22.83666667,90177,295,9006.01,NA,223,48,,
900,700,NA,0.00141,-139,0.959198582,5,NA,NA,0.001370284,,NA,NA,Sr8Ga16Ge30,Sr8Ga16Ge30,NA,Sr8GaxGe46-x,NA,NA,709.2198582,0.959198582,melted_inAr,polycrystalline,1233.18,1,54,54,22.83666667,90177,295,19321,NA,223,48,,
901,300,NA,0.000669,-62,0.172376682,5,NA,NA,0.000574589,,NA,NA,Ba8Ga16Ge30,Ba8Ga16Ge30,NA,Ba8GaGe46,NA,NA,1494.768311,0.172376682,melted_inAr,polycrystalline,1254.12,1,54,54,23.22444444,94298,300,3844,NA,223,48,,
902,400,NA,0.00084,-100.8,0.48384,5,NA,NA,0.0012096,,NA,NA,Ba8Ga16Ge30,Ba8Ga16Ge30,NA,Ba8GaGe46,NA,NA,1190.47619,0.48384,melted_inAr,polycrystalline,1254.12,1,54,54,23.22444444,94298,300,10160.64,NA,223,48,,
903,700,NA,0.00141,-186,1.717531915,5,NA,NA,0.002453617,,NA,NA,Ba8Ga16Ge30,Ba8Ga16Ge30,NA,Ba8GaGe46,NA,NA,709.2198582,1.717531915,melted_inAr,polycrystalline,1254.12,1,54,54,23.22444444,94298,300,34596,NA,223,48,,
904,300,NA,0.00122,-49.3,0.059766148,5,NA,NA,0.00019922,,NA,NA,Ba8Ga16Si30,Ba8Ga16Si30,NA,Ba8GaxSi46-x,NA,NA,819.6721311,0.059766148,melted_inAr,polycrystalline,1254.12,1,54,54,23.22444444,94298,300,2430.49,NA,223,48,,
905,400,NA,0.00133,-62.8,0.118611729,5,NA,NA,0.000296529,,NA,NA,Ba8Ga16Si30,Ba8Ga16Si30,NA,Ba8GaxSi46-x,NA,NA,751.8796992,0.118611729,melted_inAr,polycrystalline,1254.12,1,54,54,23.22444444,94298,300,3943.84,NA,223,48,,
906,700,NA,0.00187,-111,0.461213904,5,NA,NA,0.000658877,,NA,NA,Ba8Ga16Si30,Ba8Ga16Si30,NA,Ba8GaxSi46-x,NA,NA,534.7593583,0.461213904,melted_inAr,polycrystalline,1254.12,1,54,54,23.22444444,94298,300,12321,NA,223,48,,
907,300,NA,0.001623,-89,0.146414048,11,NA,NA,0.000488047,0.032536455,4.5,0,Mg2Si,Mg2CaSi,NA,Mg2Si,NA,NA,616.1429452,0.146414048,melted_inAr,polycrystalline,258.55,4,3,12,21.54583333,163708,300,7921,0.100225919,225,192,,
908,400,NA,0.001976,-189,0.723097166,11,NA,NA,0.001807743,0.180774291,4,0,Mg2Si,Mg2CaSi,NA,Mg2Si,NA,NA,506.0728745,0.723097166,melted_inAr,polycrystalline,258.55,4,3,12,21.54583333,163708,300,35721,0.123481781,225,192,,
909,700,NA,0.003802,-267,1.312527617,11,NA,NA,0.001875039,0.403854651,3.25,0,Mg2Si,Mg2CaSi,NA,Mg2Si,NA,NA,263.0194634,1.312527617,melted_inAr,polycrystalline,258.55,4,3,12,21.54583333,163708,300,71289,0.138226844,225,192,,
910,300,NA,0.001037,-74.8,0.161862295,11,NA,NA,0.000539541,0.028903981,5.6,0.05,Mg1.95Ca0.05Si,Mg2CaSi,NA,Mg2Si,NA,NA,964.3201543,0.161862295,melted_inAr,polycrystalline,258.55,4,3,12,21.54583333,163708,300,5595.04,0.12605042,225,192,,
911,400,NA,0.00115,-94.8,0.312592696,11,NA,NA,0.000781482,0.063794428,4.9,0.05,Mg1.95Ca0.05Si,Mg2CaSi,NA,Mg2Si,NA,NA,869.5652174,0.312592696,melted_inAr,polycrystalline,258.55,4,3,12,21.54583333,163708,300,8987.04,0.173203194,225,192,,
912,700,NA,0.002554,-153,0.641593579,11,NA,NA,0.000916562,0.168840415,3.8,0.05,Mg1.95Ca0.05Si,Mg2CaSi,NA,Mg2Si,NA,NA,391.5426782,0.641593579,melted_inAr,polycrystalline,258.55,4,3,12,21.54583333,163708,300,23409,0.17598813,225,192,,
913,300,NA,0.002117,-61,0.052730279,11,NA,NA,0.000175768,0.010140438,5.2,0.1,Mg1.9Ca0.1Si,Mg2CaSi,NA,Mg2Si,NA,NA,472.3665564,0.052730279,melted_inAr,polycrystalline,258.55,4,3,12,21.54583333,163708,300,3721,0.066494677,225,192,,
914,400,NA,0.002141,-74,0.102307333,11,NA,NA,0.000255768,0.021767518,4.7,0.1,Mg1.9Ca0.1Si,Mg2CaSi,NA,Mg2Si,NA,NA,467.0714619,0.102307333,melted_inAr,polycrystalline,258.55,4,3,12,21.54583333,163708,300,5476,0.096991861,225,192,,
915,700,NA,0.002751,-130,0.430025445,11,NA,NA,0.000614322,0.113164591,3.8,0.1,Mg1.9Ca0.1Si,Mg2CaSi,NA,Mg2Si,NA,NA,363.5041803,0.430025445,melted_inAr,polycrystalline,258.55,4,3,12,21.54583333,163708,300,16900,0.163385563,225,192,,
916,300,NA,0.001218,-178,0.780394089,11,NA,NA,0.002601314,0.107640564,7.25,NA,Mg2Si,Mg2Si,NA,Mg2Si,NA,NA,821.0180624,0.780394089,melted_inAr,polycrystalline,258.55,4,3,12,21.54583333,163708,300,31684,0.082894513,225,192,,
917,400,NA,0.00173,-205,0.971676301,11,NA,NA,0.002429191,0.157996146,6.15,NA,Mg2Si,Mg2Si,NA,Mg2Si,NA,NA,578.0346821,0.971676301,Bridgman_method_inArandHgas,polycrystalline,258.55,4,3,12,21.54583333,163708,300,42025,0.091733634,225,192,,
918,700,NA,0.004125,-282.6,1.355246836,11,NA,NA,0.001936067,0.444343225,3.05,NA,Mg2Si,Mg2Si,NA,Mg2Si,NA,NA,242.4242424,1.355246836,Bridgman_method_inArandHgas,polycrystalline,258.55,4,3,12,21.54583333,163708,300,79862.76,0.135757576,225,192,,
919,300,NA,0.001,90,0.243,9,NA,NA,0.00081,0.250515464,0.97,NA,Cu2Se,Cu2Se,NA,Cu2Se,NA,NA,1000,0.243,Bridgman_method_inArandHgas,polycrystalline,184.61,4,3,12,15.38416667,41140,293,8100,0.754639175,225,192,,
920,400,NA,0.00161,107,0.284447205,9,NA,NA,0.000711118,0.273506928,1.04,NA,Cu2Se,Cu2Se,NA,Cu2Se,NA,NA,621.1180124,0.284447205,melted_inVacuum,polycrystalline,184.61,4,3,12,15.38416667,41140,293,11449,0.582895366,225,192,,
921,700,NA,0.0042,201,0.67335,9,NA,NA,0.000961929,0.735901639,0.915,NA,Cu2Se,Cu2Se,NA,Cu2Se,NA,NA,238.0952381,0.67335,melted_inVacuum,polycrystalline,184.61,4,3,12,15.38416667,41140,293,40401,0.444444444,225,192,,
922,1000,NA,0.0078,297,1.130884615,9,NA,NA,0.001130885,1.517965927,0.745,NA,Cu2Se,Cu2Se,NA,Cu2Se,NA,NA,128.2051282,1.130884615,melted_inVacuum,polycrystalline,184.61,4,3,12,15.38416667,41140,293,88209,0.419893306,225,192,,
923,300,NA,0.000605,62.4,0.193079008,9,NA,NA,0.000643597,0.154463207,1.25,NA,Cu1.98Se,Cu2Se,NA,Cu2Se,NA,NA,1652.892562,0.193079008,melted_inVacuum,polycrystalline,184.61,4,3,12,15.38416667,41140,293,3893.76,0.967933884,225,192,,
924,400,NA,0.000719,64.2,0.22929847,9,NA,NA,0.000573246,0.132542468,1.73,NA,Cu1.98Se,Cu2Se,NA,Cu2Se,NA,NA,1390.820584,0.22929847,melted_inVacuum,polycrystalline,184.61,4,3,12,15.38416667,41140,293,4121.64,0.784647913,225,192,,
925,700,NA,0.00151,129,0.771437086,9,NA,NA,0.001102053,0.532025577,1.45,NA,Cu1.98Se,Cu2Se,NA,Cu2Se,NA,NA,662.2516556,0.771437086,melted_inVacuum,polycrystalline,184.61,4,3,12,15.38416667,41140,293,16641,0.780086778,225,192,,
926,1000,NA,0.00325,201.5,1.2493,9,NA,NA,0.0012493,1.230837438,1.015,NA,Cu1.98Se,Cu2Se,NA,Cu2Se,NA,NA,307.6923077,1.2493,melted_inVacuum,polycrystalline,184.61,4,3,12,15.38416667,41140,293,40602.25,0.739674119,225,192,,
927,300,NA,0.001971,125.5,0.239729833,3,NA,NA,0.000799099,0.068299098,3.51,NA,Ca3Co4O9,Ca3Co4O9,NA,Ca3Co4O9,NA,NA,507.3566717,0.239729833,melted_inVacuum,single_crystal,147.11,2,6.77,13.54,10.8648449,160556,300,15750.25,0.105807716,12,8,,
928,400,NA,0.002172,152,0.425488029,3,NA,NA,0.00106372,0.123544724,3.444,NA,Ca3Co4O9,Ca3Co4O9,NA,Ca3Co4O9,NA,NA,460.4051565,0.425488029,flux_SrCl2_inAir,single_crystal,147.11,2,6.77,13.54,10.8648449,160556,300,23104,0.130474864,12,8,,
929,700,NA,0.002313,197,1.174504972,3,NA,NA,0.001677864,0.372858721,3.15,NA,Ca3Co4O9,Ca3Co4O9,NA,Ca3Co4O9,NA,NA,432.3389537,1.174504972,flux_SrCl2_inAir,single_crystal,147.11,2,6.77,13.54,10.8648449,160556,300,38809,0.234423788,12,8,,
930,1000,NA,0.002271,245,2.643108763,3,NA,NA,0.002643109,0.931656243,2.837,NA,Ca3Co4O9,Ca3Co4O9,NA,Ca3Co4O9,NA,NA,440.3346543,2.643108763,flux_SrCl2_inAir,single_crystal,147.11,2,6.77,13.54,10.8648449,160556,300,60025,0.378715741,12,8,,
931,300,NA,0.01067,117,0.038488285,3,NA,NA,0.000128294,0.019244142,2,0,Ca3Co4O9,Ca3Co4O9,NA,Ca3Co4O9,NA,NA,93.72071228,0.038488285,flux_SrCl2_inAir,polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,13689,0.034301781,12,8,,
932,400,NA,0.01122,121,0.052196078,3,NA,NA,0.00013049,0.02747162,1.9,0,Ca3Co4O9,Ca3Co4O9,NA,Ca3Co4O9,NA,NA,89.12655971,0.052196078,"solid_state_reaction, air",polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,14641,0.045782906,12,8,,
933,700,NA,0.009901,147,0.152775477,3,NA,NA,0.000218251,0.084875265,1.8,0,Ca3Co4O9,Ca3Co4O9,NA,Ca3Co4O9,NA,NA,100.999899,0.152775477,"solid_state_reaction, air",polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,21609,0.095837682,12,8,,
934,1000,NA,0.008968,177,0.349342105,3,NA,NA,0.000349342,0.19962406,1.75,0,Ca3Co4O9,Ca3Co4O9,NA,Ca3Co4O9,NA,NA,111.5075825,0.349342105,"solid_state_reaction, air",polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,31329,0.155473429,12,8,,
935,300,NA,0.00813,117,0.050512915,3,NA,NA,0.000168376,0.025256458,2,0.3,Ca2.7Na0.3Co4O9,Ca3MCo4O9,NA,Ca3Co4O9,NA,NA,123.00123,0.050512915,"solid_state_reaction, air",polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,13689,0.04501845,12,8,,
936,400,NA,0.005294,125.6,0.119194258,3,NA,NA,0.000297986,0.06273382,1.9,0.3,Ca2.7Na0.3Co4O9,Ca3MCo4O9,NA,Ca3Co4O9,NA,NA,188.8930865,0.119194258,"solid_state_reaction, air",polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,15775.36,0.097031396,12,8,,
937,700,NA,0.008006,153.6,0.206283687,3,NA,NA,0.000294691,0.103141844,2,0.3,Ca2.7Na0.3Co4O9,Ca3MCo4O9,NA,Ca3Co4O9,NA,NA,124.9063203,0.206283687,"solid_state_reaction, air",polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,23592.96,0.106669998,12,8,,
938,1000,NA,0.007283,184,0.46486338,3,NA,NA,0.000464863,0.226762625,2.05,0.3,Ca2.7Na0.3Co4O9,Ca3MCo4O9,NA,Ca3Co4O9,NA,NA,137.3060552,0.46486338,"solid_state_reaction, air",polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,33856,0.163427695,12,8,,
939,300,NA,0.01035,135.4,0.053139594,3,NA,NA,0.000177132,0.026569797,2,0.3,Ca2.7Bi0.3Co4O9,Ca3MCo4O9,NA,Ca3Co4O9,NA,NA,96.61835749,0.053139594,"solid_state_reaction, air",polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,18333.16,0.035362319,12,8,,
940,400,NA,0.010156,140.8,0.078080504,3,NA,NA,0.000195201,0.041095002,1.9,0.3,Ca2.7Bi0.3Co4O9,Ca3MCo4O9,NA,Ca3Co4O9,NA,NA,98.46396219,0.078080504,"solid_state_reaction, air",polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,19824.64,0.050579383,12,8,,
