T (K),Z*10^-4 reported,Resist. (Ohm.cm),Seebeck (uV/K),kappaZT,,Resist. (400K),Seebeck (400K),Pf (W/K^2/m),ZT,kappa (W/mK),x,Formula,series,T Max,family,,,Conduct. (S/cm),,Power Factor*T (W/mK),preparative route,final form,Authors,DOI,Comments,Comments,Cell Volume (A^3),Formula Units per Cell,Atoms per formula unit,total atoms per unit cell,average atomic volume,Author of Unit Cell,Unit Cell DOI,ICSD of structure,temp of ICSD (K),S^2,ke/ktotal,space group,# symmetry elements,,
300,,0.001451379,-52.14,5.6193E-02,2,,,1.8731E-04,0.005392806,10.42,n infinity,SrTi0.8Nb0.2O3,SrO(SrTi1-xNbxO3)2,,SrTiO3,,,6.8900E+02,,5.6193E-02,"solid state reaction, Ar",polycrystalline,Wang2009JAP,http://dx.doi.org/10.1063/1.3117943,,,240.63,4,5,20,12.0315,Page,http://dx.doi.org/10.1103/PhysRevLett.101.205502,162889,15,2.7186E+03,0.048401919,140,32,,
400,,0.001420455,-62.4,1.0965E-01,2,,,2.7412E-04,0.012720218,8.62,n infinity,SrTi0.8Nb0.2O3,SrO(SrTi1-xNbxO3)2,,SrTiO3,,,7.0400E+02,,1.0965E-01,"solid state reaction, Ar",polycrystalline,Wang2009JAP,http://dx.doi.org/10.1063/1.3117943,,,240.63,4,5,20,12.0315,Page,http://dx.doi.org/10.1103/PhysRevLett.101.205502,162889,15,3.8938E+03,0.079710441,140,32,,
700,,0.001709402,-110,4.9550E-01,2,,,7.0785E-04,0.100710366,4.92,n infinity,SrTi0.8Nb0.2O3,SrO(SrTi1-xNbxO3)2,,SrTiO3,,,5.8500E+02,,4.9550E-01,"solid state reaction, Ar",polycrystalline,Wang2009JAP,http://dx.doi.org/10.1063/1.3117943,,,240.63,4,5,20,12.0315,Page,http://dx.doi.org/10.1103/PhysRevLett.101.205502,162889,15,1.2100E+04,0.203085366,140,32,,
1000,,0.002564103,-164.9,1.0605E+00,2,,,1.0605E-03,0.337735156,3.14,n infinity,SrTi0.8Nb0.2O3,SrO(SrTi1-xNbxO3)2,,SrTiO3,,,3.9000E+02,,1.0605E+00,"solid state reaction, Ar",polycrystalline,Wang2009JAP,http://dx.doi.org/10.1063/1.3117943,,,240.63,4,5,20,12.0315,Page,http://dx.doi.org/10.1103/PhysRevLett.101.205502,162889,15,2.7192E+04,0.303057325,140,32,,
300,,0.007013213,-167,1.1930E-01,2,,,3.9766E-04,,,0.05,Sr0.95La0.05TiO3,Sr1-xLaxTiO3,,SrTiO3,,,1.4259E+02,,1.1930E-01,"solid state reaction, Ar",polycrystalline,Muta2003JAC,http://dx.doi.org/10.1016/S0925-8388(02)00972-6,,,59.83,1,5,5,11.966,Howard, http://dx.doi.org/10.1063/1.342963,65091,300,2.7889E+04,,221,48,,
400,,0.004427365,-188,3.1932E-01,2,,,7.9831E-04,,,0.05,Sr0.95La0.05TiO3,Sr1-xLaxTiO3,,SrTiO3,,,2.2587E+02,,3.1932E-01,"solid state reaction, Ar",polycrystalline,Muta2003JAC,http://dx.doi.org/10.1016/S0925-8388(02)00972-6,,,59.83,1,5,5,11.966,Howard, http://dx.doi.org/10.1063/1.342963,65091,300,3.5344E+04,,221,48,,
700,,0.009176669,-251,4.8057E-01,2,,,6.8653E-04,,,0.05,Sr0.95La0.05TiO3,Sr1-xLaxTiO3,,SrTiO3,,,1.0897E+02,,4.8057E-01,"solid state reaction, Ar",polycrystalline,Muta2003JAC,http://dx.doi.org/10.1016/S0925-8388(02)00972-6,,,59.83,1,5,5,11.966,Howard, http://dx.doi.org/10.1063/1.342963,65091,300,6.3001E+04,,221,48,,
1000,,0.018325859,-285,4.4323E-01,2,,,4.4323E-04,,,0.05,Sr0.95La0.05TiO3,Sr1-xLaxTiO3,,SrTiO3,,,5.4568E+01,,4.4323E-01,"solid state reaction, Ar",polycrystalline,Muta2003JAC,http://dx.doi.org/10.1016/S0925-8388(02)00972-6,,,59.83,1,5,5,11.966,Howard, http://dx.doi.org/10.1063/1.342963,65091,300,8.1225E+04,,221,48,,
300,,0.002614215,-97.6,1.0931E-01,2,,,3.6438E-04,0.018590979,5.88,0.1,Sr0.9La0.1TiO3,Sr1-xLaxTiO3,,SrTiO3,,,3.8252E+02,,1.0931E-01,"solid state reaction, Ar",polycrystalline,Muta2003JAC,http://dx.doi.org/10.1016/S0925-8388(02)00972-6,,,59.83,1,5,5,11.966,Howard, http://dx.doi.org/10.1063/1.342963,65091,300,9.5258E+03,0.047620335,221,48,,
400,,0.001650323,-115,3.2054E-01,2,,,8.0136E-04,0.060708962,5.28,0.1,Sr0.9La0.1TiO3,Sr1-xLaxTiO3,,SrTiO3,,,6.0594E+02,,3.2054E-01,"solid state reaction, Ar",polycrystalline,Muta2003JAC,http://dx.doi.org/10.1016/S0925-8388(02)00972-6,,,59.83,1,5,5,11.966,Howard, http://dx.doi.org/10.1063/1.342963,65091,300,1.3225E+04,0.112007461,221,48,,
700,,0.003658929,-179,6.1299E-01,2,,,8.7569E-04,0.160048392,3.83,0.1,Sr0.9La0.1TiO3,Sr1-xLaxTiO3,,SrTiO3,,,2.7330E+02,,6.1299E-01,"solid state reaction, Ar",polycrystalline,Muta2003JAC,http://dx.doi.org/10.1016/S0925-8388(02)00972-6,,,59.83,1,5,5,11.966,Howard, http://dx.doi.org/10.1063/1.342963,65091,300,3.2041E+04,0.121880739,221,48,,
1000,,0.007932542,-221,6.1570E-01,2,,,6.1570E-04,0.195461682,3.15,0.1,Sr0.9La0.1TiO3,Sr1-xLaxTiO3,,SrTiO3,,,1.2606E+02,,6.1570E-01,"solid state reaction, Ar",polycrystalline,Muta2003JAC,http://dx.doi.org/10.1016/S0925-8388(02)00972-6,,,59.83,1,5,5,11.966,Howard, http://dx.doi.org/10.1063/1.342963,65091,300,4.8841E+04,0.0976488,221,48,,
300,,0.00061297,-53.7,1.4113E-01,2,,,4.7045E-04,,,0.2,Sr0.8La0.2TiO3,Sr1-xLaxTiO3,,SrTiO3,,,1.6314E+03,,1.4113E-01,"solid state reaction, Ar",polycrystalline,Muta2003JAC,http://dx.doi.org/10.1016/S0925-8388(02)00972-6,,,60,1,5,5,12,Howard, http://dx.doi.org/10.1063/1.342963,65094,300,2.8837E+03,,221,48,,
400,,0.000533678,-64.7,3.1375E-01,2,,,7.8439E-04,,,0.2,Sr0.8La0.2TiO3,Sr1-xLaxTiO3,,SrTiO3,,,1.8738E+03,,3.1375E-01,"solid state reaction, Ar",polycrystalline,Muta2003JAC,http://dx.doi.org/10.1016/S0925-8388(02)00972-6,,,60,1,5,5,12,Howard, http://dx.doi.org/10.1063/1.342963,65094,300,4.1861E+03,,221,48,,
700,,0.00119206,-113,7.4982E-01,2,,,1.0712E-03,,,0.2,Sr0.8La0.2TiO3,Sr1-xLaxTiO3,,SrTiO3,,,8.3888E+02,,7.4982E-01,"solid state reaction, Ar",polycrystalline,Muta2003JAC,http://dx.doi.org/10.1016/S0925-8388(02)00972-6,,,60,1,5,5,12,Howard, http://dx.doi.org/10.1063/1.342963,65094,300,1.2769E+04,,221,48,,
1000,,0.002380618,-158,1.0486E+00,2,,,1.0486E-03,,,0.2,Sr0.8La0.2TiO3,Sr1-xLaxTiO3,,SrTiO3,,,4.2006E+02,,1.0486E+00,"solid state reaction, Ar",polycrystalline,Muta2003JAC,http://dx.doi.org/10.1016/S0925-8388(02)00972-6,,,60,1,5,5,12,Howard, http://dx.doi.org/10.1063/1.342963,65094,300,2.4964E+04,,221,48,,
300,,0.031417889,-271.305,7.0285E-02,7,,,2.3428E-04,0.011567378,6.0761,0,TiNiSn,Ti1-xNbxNiSn,,TiNiSn,,,3.1829E+01,,7.0285E-02,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,300,7.3606E+04,0.003834504,216,96,,
400,,0.008392923,-295.891,4.1726E-01,7,,,1.0432E-03,0.08031864,5.1951,0,TiNiSn,Ti1-xNbxNiSn,,TiNiSn,,,1.1915E+02,,4.1726E-01,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,300,8.7551E+04,0.022384256,216,96,,
700,,0.002761043,-255.058,1.6493E+00,7,,,2.3562E-03,0.362358717,4.5516,0,TiNiSn,Ti1-xNbxNiSn,,TiNiSn,,,3.6218E+02,,1.6493E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,300,6.5055E+04,0.135909758,216,96,,
1000,,0.00162668,-159.717,1.5682E+00,7,,,1.5682E-03,0.243444308,6.4417,0,TiNiSn,Ti1-xNbxNiSn,,TiNiSn,,,6.1475E+02,,1.5682E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,300,2.5510E+04,0.232855855,216,96,,
300,,0.001155085,-177.319,8.1662E-01,7,,,2.7221E-03,0.118473741,6.8928,0.01,Ti0.99Nb0.01NiSn,Ti1-xNbxNiSn,,TiNiSn,,,8.6574E+02,,8.1662E-01,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,300,3.1442E+04,0.09193934,216,96,,
400,,0.001240099,-192.458,1.1947E+00,7,,,2.9869E-03,0.203822375,5.8617,0.01,Ti0.99Nb0.01NiSn,Ti1-xNbxNiSn,,TiNiSn,,,8.0639E+02,,1.1947E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,300,3.7040E+04,0.134267143,216,96,,
700,,0.001275479,-211.295,2.4502E+00,7,,,3.5003E-03,0.508510843,4.8184,0.01,Ti0.99Nb0.01NiSn,Ti1-xNbxNiSn,,TiNiSn,,,7.8402E+02,,2.4502E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,300,4.4646E+04,0.277914754,216,96,,
1000,,0.001142318,-172.594,2.6077E+00,7,,,2.6077E-03,0.414473123,6.2917,0.01,Ti0.99Nb0.01NiSn,Ti1-xNbxNiSn,,TiNiSn,,,8.7541E+02,,2.6077E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,300,2.9789E+04,0.339496117,216,96,,
300,,0.00065392,-139.982,8.9896E-01,7,,,2.9965E-03,0.121054378,7.4261,0.02,Ti0.98Nb0.02NiSn,Ti1-xNbxNiSn,,TiNiSn,,,1.5292E+03,,8.9896E-01,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,300,1.9595E+04,0.150739107,216,96,,
400,,0.000727215,-158.575,1.3831E+00,7,,,3.4579E-03,0.218564595,6.3283,0.02,Ti0.98Nb0.02NiSn,Ti1-xNbxNiSn,,TiNiSn,,,1.3751E+03,,1.3831E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,300,2.5146E+04,0.212080236,216,96,,
700,,0.000907836,-188.543,2.7410E+00,7,,,3.9157E-03,0.539039134,5.085,0.02,Ti0.98Nb0.02NiSn,Ti1-xNbxNiSn,,TiNiSn,,,1.1015E+03,,2.7410E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,300,3.5548E+04,0.369989412,216,96,,
1000,,0.000960366,-174.312,3.1639E+00,7,,,3.1639E-03,0.529517135,5.975,0.02,Ti0.98Nb0.02NiSn,Ti1-xNbxNiSn,,TiNiSn,,,1.0413E+03,,3.1639E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,300,3.0385E+04,0.425221556,216,96,,
300,,0.000350664,-96.2097,7.9189E-01,7,,,2.6396E-03,0.113786134,6.9595,0.05,Ti0.95Nb0.05NiSn,Ti1-xNbxNiSn,,TiNiSn,,,2.8517E+03,,7.9189E-01,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,300,9.2563E+03,0.299944875,216,96,,
400,,0.000395775,-110.94,1.2439E+00,7,,,3.1098E-03,0.195021878,6.3783,0.05,Ti0.95Nb0.05NiSn,Ti1-xNbxNiSn,,TiNiSn,,,2.5267E+03,,1.2439E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,300,1.2308E+04,0.386631146,216,96,,
700,,0.000566575,-146.063,2.6359E+00,7,,,3.7655E-03,0.50190418,5.2517,0.05,Ti0.95Nb0.05NiSn,Ti1-xNbxNiSn,,TiNiSn,,,1.7650E+03,,2.6359E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,300,2.1334E+04,0.574024205,216,96,,
1000,,0.000725805,-142.549,2.7997E+00,7,,,2.7997E-03,0.509801867,5.4917,0.05,Ti0.95Nb0.05NiSn,Ti1-xNbxNiSn,,TiNiSn,,,1.3778E+03,,2.7997E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,208.21,4,3,12,17.35083333,Stadnyk,http://dx.doi.org/10.1016/j.jssc.2010.09.042,174568,300,2.0320E+04,0.61215711,216,96,,
300,,0.031417889,-353.714,1.1947E-01,7,,,3.9822E-04,0.011778524,10.1428,0,ZrNiSn,Zr1-yNbyNiSn,,ZrNiSn,,,3.1829E+01,,1.1947E-01,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,300,1.2511E+05,0.00229708,216,96,,
400,,0.008742023,-342.674,5.3729E-01,7,,,1.3432E-03,0.064001427,8.395,0,ZrNiSn,Zr1-yNbyNiSn,,ZrNiSn,,,1.1439E+02,,5.3729E-01,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,300,1.1743E+05,0.013298945,216,96,,
700,,0.002797367,-284.671,2.0278E+00,7,,,2.8969E-03,0.338827093,5.9849,0,ZrNiSn,Zr1-yNbyNiSn,,ZrNiSn,,,3.5748E+02,,2.0278E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,300,8.1038E+04,0.102019103,216,96,,
1000,,0.001589818,-212.937,2.8520E+00,7,,,2.8520E-03,0.42941353,6.6417,0,ZrNiSn,Zr1-yNbyNiSn,,ZrNiSn,,,6.2900E+02,,2.8520E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,300,4.5342E+04,0.231080494,216,96,,
300,,0.00109507,-170.876,7.9991E-01,7,,,2.6664E-03,0.082668744,9.6761,0.01,Zr0.99Nb0.01NiSn,Zr1-yNbyNiSn,,ZrNiSn,,,9.1318E+02,,7.9991E-01,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,300,2.9199E+04,0.069082656,216,96,,
400,,0.001240347,-189.025,1.1523E+00,7,,,2.8807E-03,0.140320851,8.2117,0.01,Zr0.99Nb0.01NiSn,Zr1-yNbyNiSn,,ZrNiSn,,,8.0623E+02,,1.1523E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,300,3.5730E+04,0.095823834,216,96,,
700,,0.001348732,-228.446,2.7086E+00,7,,,3.8694E-03,0.447571084,6.0517,0.01,Zr0.99Nb0.01NiSn,Zr1-yNbyNiSn,,ZrNiSn,,,7.4144E+02,,2.7086E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,300,5.2188E+04,0.209259282,216,96,,
1000,,0.001214574,-210.789,3.6582E+00,7,,,3.6582E-03,0.603500311,6.0617,0.01,Zr0.99Nb0.01NiSn,Zr1-yNbyNiSn,,ZrNiSn,,,8.2333E+02,,3.6582E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,300,4.4432E+04,0.331414448,216,96,,
300,,0.000615745,-131.398,8.4120E-01,7,,,2.8040E-03,0.083623065,10.0594,0.02,Zr0.98Nb0.02NiSn,Zr1-yNbyNiSn,,ZrNiSn,,,1.6241E+03,,8.4120E-01,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,300,1.7265E+04,0.11817848,216,96,,
400,,0.000691477,-148.254,1.2714E+00,7,,,3.1786E-03,0.146507724,8.6783,0.02,Zr0.98Nb0.02NiSn,Zr1-yNbyNiSn,,ZrNiSn,,,1.4462E+03,,1.2714E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,300,2.1979E+04,0.162643799,216,96,,
700,,0.00087395,-193.681,3.0046E+00,7,,,4.2923E-03,0.465705367,6.4517,0.02,Zr0.98Nb0.02NiSn,Zr1-yNbyNiSn,,ZrNiSn,,,1.1442E+03,,3.0046E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,300,3.7512E+04,0.302919361,216,96,,
1000,,0.000951602,-196.196,4.0451E+00,7,,,4.0451E-03,0.651557074,6.2083,0.02,Zr0.98Nb0.02NiSn,Zr1-yNbyNiSn,,ZrNiSn,,,1.0509E+03,,4.0451E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,300,3.8493E+04,0.413011356,216,96,,
300,,0.000337249,-78.184,5.4376E-01,7,,,1.8125E-03,0.061376527,8.8594,0.05,Zr0.95Nb0.05NiSn,Zr1-yNbyNiSn,,ZrNiSn,,,2.9652E+03,,5.4376E-01,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,300,6.1127E+03,0.244994519,216,96,,
400,,0.000364333,-89.0283,8.7020E-01,7,,,2.1755E-03,0.105970331,8.2117,0.05,Zr0.95Nb0.05NiSn,Zr1-yNbyNiSn,,ZrNiSn,,,2.7447E+03,,8.7020E-01,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,300,7.9260E+03,0.326225537,216,96,,
700,,0.000473698,-129.304,2.4707E+00,7,,,3.5296E-03,0.370509064,6.6684,0.05,Zr0.95Nb0.05NiSn,Zr1-yNbyNiSn,,ZrNiSn,,,2.1111E+03,,2.4707E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,300,1.6720E+04,0.540710425,216,96,,
1000,,0.000586514,-150.706,3.8724E+00,7,,,3.8724E-03,0.620411774,6.2417,0.05,Zr0.95Nb0.05NiSn,Zr1-yNbyNiSn,,ZrNiSn,,,1.7050E+03,,3.8724E+00,"arc-melted, vacuum",polycrystalline,Muta2009JAC,http://dx.doi.org/10.1016/j.jallcom.2008.02.041,,,226.87,4,3,12,18.90583333,Skolozdra,http://dx.doi.org/10.1016/0304-8853(93)90861-U,646828,300,2.2712E+04,0.666513226,216,96,,
300,,0.045864406,50.1234,1.6433E-03,3,,,5.4778E-06,,,0,Ca3Co4O9,Lax(Ca3Co4O9),,Ca3Co4O9,,,2.1803E+01,,1.6433E-03,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,300,2.5124E+03,,12,8,,
400,,0.041030186,58.0016,3.2797E-03,3,,,8.1993E-06,,,0,Ca3Co4O9,Lax(Ca3Co4O9),,Ca3Co4O9,,,2.4372E+01,,3.2797E-03,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,300,3.3642E+03,,12,8,,
700,,0.028737366,84.2826,1.7303E-02,3,,,2.4719E-05,,,0,Ca3Co4O9,Lax(Ca3Co4O9),,Ca3Co4O9,,,3.4798E+01,,1.7303E-02,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,300,7.1036E+03,,12,8,,
1000,,0.026053065,118.607,5.3996E-02,3,,,5.3996E-05,,,0,Ca3Co4O9,Lax(Ca3Co4O9),,Ca3Co4O9,,,3.8383E+01,,5.3996E-02,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,300,1.4068E+04,,12,8,,
300,,0.04077738,62.1344,2.8403E-03,3,,,9.4677E-06,,,0.05,La0.05Ca2.85Co3.8O8.55,Lax(Ca3Co4O9),,Ca3Co4O9,,,2.4523E+01,,2.8403E-03,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,300,3.8607E+03,,12,8,,
400,,0.037831785,70.013,5.1828E-03,3,,,1.2957E-05,,,0.05,La0.05Ca2.85Co3.8O8.55,Lax(Ca3Co4O9),,Ca3Co4O9,,,2.6433E+01,,5.1828E-03,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,300,4.9018E+03,,12,8,,
700,,0.02510973,88.58,2.1874E-02,3,,,3.1249E-05,,,0.05,La0.05Ca2.85Co3.8O8.55,Lax(Ca3Co4O9),,Ca3Co4O9,,,3.9825E+01,,2.1874E-02,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,300,7.8464E+03,,12,8,,
1000,,0.019086118,123.896,8.0426E-02,3,,,8.0426E-05,,,0.05,La0.05Ca2.85Co3.8O8.55,Lax(Ca3Co4O9),,Ca3Co4O9,,,5.2394E+01,,8.0426E-02,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,300,1.5350E+04,,12,8,,
300,,0.059608255,59.7107,1.7944E-03,3,,,5.9813E-06,,,0.1,La0.3Ca2.7Co4O9,Lax(Ca3Co4O9),,Ca3Co4O9,,,1.6776E+01,,1.7944E-03,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,300,3.5654E+03,,12,8,,
400,,0.038675593,68.4692,4.8486E-03,3,,,1.2121E-05,,,0.1,La0.3Ca2.7Co4O9,Lax(Ca3Co4O9),,Ca3Co4O9,,,2.5856E+01,,4.8486E-03,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,300,4.6880E+03,,12,8,,
700,,0.020697677,92.437,2.8898E-02,3,,,4.1283E-05,,,0.1,La0.3Ca2.7Co4O9,Lax(Ca3Co4O9),,Ca3Co4O9,,,4.8315E+01,,2.8898E-02,"sol-gel, air",polycrystalline,Nan2002SSC,http://dx.doi.org/10.1016/S0038-1098(02)00555-0,,,147.11,2,6.77,13.54,10.8648449,Nakatsugawa,http://dx.doi.org/10.1143/JJAP.46.3004,160556,300,8.5446E+03,,12,8,,
